corrected_grade,COURSE_NAME,COURSE_NUMBER,grade_type,inc_ovrdue?,inc_pfa?,inc_project?,LETTER_GRADE,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
I,SI-Math III,C320,project,FALSE,TRUE,FALSE,I,110040 C320,110040,22,,94,0,79,55
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110042 A300,110042,75,83,,0,86,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110042 B300,110042,100,86,,0,90,100
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110042 C320,110042,55,,93,0,91,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110042 D200,110042,16,83,,0,81,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B,110042 I1045,110042,100,79,,0,85,100
B-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B-,110043 A300,110043,0,87,,0,82,100
B,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,B,110043 B300,110043,33,84,,0,83,100
B+,SI-Math III,C320,project,FALSE,FALSE,FALSE,B+,110043 C320,110043,33,,90,0,87,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110043 D200,110043,33,84,,0,83,100
A-,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,A-,110043 E300,110043,14,,,0,92,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A+,110043 I1045,110043,100,97,,0,98,100
C+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C+,110045 A300,110045,0,82,,0,78,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110045 B300,110045,100,89,,0,92,100
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110045 C320,110045,33,,94,0,90,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110045 D200,110045,16,84,,0,81,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A,110045 I1045,110045,100,90,,0,93,100
I,SI-AP US History,A300,project,FALSE,TRUE,TRUE,I,110046 A300,110046,0,63,,0,64,93
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110046 B300,110046,33,65,,1,66,84
I,SI-Math III,C320,project,TRUE,FALSE,FALSE,I,110046 C320,110046,33,,75,1,77,100
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110046 D200,110046,0,49,,1,46,54
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110046 I1045,110046,100,87,,0,91,100
C,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C,110047 A300,110047,0,77,,0,75,100
B,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,B,110047 B300,110047,100,76,,0,83,100
B,SI-Math III,C320,project,FALSE,FALSE,FALSE,B,110047 C320,110047,66,,80,0,83,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110047 D200,110047,0,76,,0,74,100
I,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,I,110047 E300,110047,0,,,0,68,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B+,110047 I1045,110047,100,82,,0,87,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110048 A300,110048,91,89,,0,92,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110048 B300,110048,100,85,,0,90,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110048 C320,110048,66,,98,0,96,100
B+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B+,110048 D200,110048,66,85,,0,87,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110048 I1045,110048,100,88,,0,92,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110049 A300,110049,75,86,,0,88,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110049 B300,110049,100,98,,0,99,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110049 C320,110049,66,,97,0,95,100
B+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B+,110049 D200,110049,100,83,,0,88,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110049 I1045,110049,100,85,,0,90,100
I,SI-AP US History,A300,project,FALSE,TRUE,FALSE,I,110050 A300,110050,0,84,,0,69,46
I,SI-AP English Language,B300,project,FALSE,TRUE,FALSE,I,110050 B300,110050,33,87,,0,82,84
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110050 C320,110050,11,,84,0,81,100
I,SI-Chemistry,D200,project,TRUE,TRUE,FALSE,I,110050 D200,110050,0,79,,2,71,72
I,SI-Spanish 1,E100,project,FALSE,TRUE,FALSE,I,110050 E100,110050,0,,,0,79,77
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110050 I1045,110050,100,97,,2,83,50
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110051 A300,110051,50,90,,0,89,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110051 B300,110051,100,86,,0,90,100
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110051 C320,110051,100,,88,0,92,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110051 D200,110051,100,74,,0,82,100
I,SI-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,110051 E300,110051,0,,,1,49,20
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110051 I1045,110051,100,87,,0,91,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110052 A300,110052,100,85,,0,90,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110052 B300,110052,100,86,,0,90,100
B+,SI-Math III,C320,project,FALSE,FALSE,FALSE,B+,110052 C320,110052,88,,86,0,89,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110052 D200,110052,83,80,,0,85,100
C-,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C-,110052 E200,110052,0,,,0,71,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110052 I1045,110052,100,87,,0,91,100
C-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C-,110053 A300,110053,0,72,,0,71,100
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110053 B300,110053,0,18,,2,30,84
C+,SI-Math III,C320,project,FALSE,FALSE,FALSE,C+,110053 C320,110053,11,,79,0,77,100
C-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C-,110053 D200,110053,0,72,,0,71,100
C+,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,C+,110053 E300,110053,0,,,0,79,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B+,110053 I1045,110053,100,82,,0,87,100
A,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A,110054 A300,110054,100,92,,0,94,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110054 B300,110054,100,99,,0,99,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110054 C320,110054,77,,97,0,96,100
B+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B+,110054 D200,110054,83,85,,0,88,100
A,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,A,110054 E300,110054,85,,,0,94,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A,110054 I1045,110054,100,90,,0,93,100
B-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B-,110057 A300,110057,0,86,,0,81,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110057 B300,110057,100,90,,0,93,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110057 C320,110057,100,,97,0,98,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110057 D200,110057,33,87,,0,85,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110057 I1045,110057,100,85,,0,90,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110060 A300,110060,66,89,,0,89,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110060 B300,110060,100,88,,0,92,100
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110060 C320,110060,55,,92,0,90,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110060 D200,110060,33,84,,0,83,100
C,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,C,110060 E300,110060,28,,,0,76,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110060 I1045,110060,100,95,,1,97,100
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110061 A300,110061,0,72,,1,69,86
I,SI-AP English Language,B300,project,TRUE,FALSE,FALSE,I,110061 B300,110061,66,75,,1,80,100
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110061 C320,110061,0,,78,1,73,88
C+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C+,110061 D200,110061,0,81,,0,78,100
I,SI-Spanish 2,E200,project,FALSE,TRUE,FALSE,I,110061 E200,110061,0,,,0,70,77
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110061 I1045,110061,100,88,,0,92,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110063 A300,110063,50,89,,0,88,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110063 B300,110063,100,99,,0,99,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110063 C320,110063,100,,95,0,97,100
B+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B+,110063 D200,110063,50,90,,0,89,100
B,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,B,110063 E300,110063,42,,,0,84,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110063 I1045,110063,100,87,,0,91,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110064 A300,110064,100,89,,0,92,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110064 B300,110064,100,100,,0,100,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110064 C320,110064,77,,93,0,93,100
A-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,A-,110064 D200,110064,100,89,,0,92,100
A-,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,A-,110064 E300,110064,100,,,0,90,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110064 I1045,110064,100,88,,0,92,100
I,SI-AP US History,A300,project,TRUE,FALSE,FALSE,I,110066 A300,110066,0,87,,1,82,100
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110066 B300,110066,33,91,,2,86,92
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110066 C320,110066,11,,97,0,90,100
I,SI-Chemistry,D200,project,FALSE,TRUE,TRUE,I,110066 D200,110066,0,64,,0,62,81
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110066 I1045,110066,100,100,,2,100,100
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110069 A300,110069,41,87,,0,86,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110069 B300,110069,66,95,,0,94,100
B+,SI-Math III,C320,project,FALSE,FALSE,FALSE,B+,110069 C320,110069,44,,90,0,88,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110069 D200,110069,0,75,,0,74,100
A,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,A,110069 E300,110069,28,,,0,94,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110069 I1045,110069,100,88,,1,92,100
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110070 A300,110070,0,93,,0,86,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110070 B300,110070,33,100,,0,94,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110070 C320,110070,55,,100,0,96,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110070 D200,110070,50,87,,0,86,100
B,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,B,110070 E300,110070,28,,,0,83,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A+,110070 I1045,110070,100,96,,0,97,100
I,SI-Math III,C320,project,TRUE,FALSE,FALSE,I,110072 C320,110072,44,,98,1,94,100
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110074 A300,110074,0,,,5,,0
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110074 B300,110074,0,,,3,,53
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110074 C320,110074,0,,78,1,59,22
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110074 D200,110074,0,63,,3,54,45
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110074 I1045,110074,100,80,,2,56,0
C+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C+,110076 A300,110076,0,81,,0,78,100
I,SI-AP English Language,B300,project,FALSE,TRUE,FALSE,I,110076 B300,110076,33,81,,0,79,92
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110076 C320,110076,22,,95,0,90,100
C+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C+,110076 D200,110076,0,82,,0,78,100
C,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,C,110076 E300,110076,14,,,0,73,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110076 I1045,110076,100,85,,0,90,100
B-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B-,110077 A300,110077,8,84,,0,81,100
C,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,C,110077 B300,110077,33,72,,0,74,100
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110077 C320,110077,11,,72,1,65,66
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110077 D200,110077,0,67,,1,62,72
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110077 I1045,110077,100,82,,2,87,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110081 A300,110081,58,88,,0,88,100
A-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,110081 B300,110081,100,86,,0,90,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110081 C320,110081,100,,100,0,100,100
B,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B,110081 D200,110081,50,85,,0,85,100
I,SI-Spanish 3,E300,project,TRUE,FALSE,FALSE,I,110081 E300,110081,42,,,1,75,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110081 I1045,110081,100,88,,1,92,100
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110083 B300,110083,0,,,3,,7
I,Math III (M),C320M,project,TRUE,TRUE,FALSE,I,110083 C320,110083,25,,71,1,62,60
I,SI-Spanish 1,E100,project,TRUE,TRUE,FALSE,I,110083 E100,110083,0,,,4,60,33
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110083 I1045,110083,100,,,3,,0
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110084 A300,110084,0,72,,2,66,73
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110084 B300,110084,0,,,3,,69
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110084 C320,110084,22,,73,2,65,55
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110084 D200,110084,0,29,,3,34,63
I,SI-Spanish 1,E100,project,TRUE,TRUE,FALSE,I,110084 E100,110084,25,,,5,,44
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110084 I1045,110084,100,80,,2,71,50
A,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A,110085 A300,110085,100,90,,0,93,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110085 B300,110085,100,97,,0,98,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110085 C320,110085,100,,100,0,100,100
A,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,A,110085 D200,110085,100,93,,0,95,100
B,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,B,110085 E300,110085,100,,,0,84,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110085 I1045,110085,100,88,,0,92,100
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110086 A300,110086,16,88,,0,84,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110086 B300,110086,100,91,,0,94,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110086 C320,110086,55,,95,0,93,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110086 D200,110086,0,87,,0,82,100
I,SI-Spanish 3,E300,project,TRUE,FALSE,FALSE,I,110086 E300,110086,0,,,1,73,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A,110086 I1045,110086,100,91,,0,94,100
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110089 D200,110089,0,69,,2,54,27
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110092 A300,110092,0,82,,1,71,66
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110092 B300,110092,0,55,,1,56,84
I,SI-Math III,C320,project,TRUE,TRUE,TRUE,I,110092 C320,110092,0,,63,2,56,55
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110092 D200,110092,0,58,,2,50,45
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110092 I1045,110092,100,93,,2,88,75
I,SI-AP US History,A300,project,FALSE,TRUE,FALSE,I,110094 A300,110094,0,78,,0,69,66
I,SI-AP English Language,B300,project,FALSE,TRUE,FALSE,I,110094 B300,110094,0,75,,0,59,30
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110094 C320,110094,0,,87,0,82,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110094 D200,110094,0,79,,0,76,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110094 I1045,110094,100,88,,1,77,50
I,SI-AP US History,A300,project,FALSE,TRUE,TRUE,I,110095 A300,110095,0,64,,0,60,73
I,SI-AP English Language,B300,project,TRUE,FALSE,TRUE,I,110095 B300,110095,0,66,,1,67,100
I,SI-Math III,C320,project,TRUE,FALSE,FALSE,I,110095 C320,110095,22,,84,1,82,100
I,SI-Chemistry,D200,project,TRUE,TRUE,FALSE,I,110095 D200,110095,16,81,,2,77,90
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110095 E200,110095,0,,,3,69,77
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110095 I1045,110095,100,85,,2,90,100
B-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B-,110096 A300,110096,25,81,,0,80,100
I,SI-AP English Language,B300,project,FALSE,TRUE,FALSE,I,110096 B300,110096,100,86,,0,89,92
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110096 C320,110096,44,,82,1,80,88
I,SI-Chemistry,D200,project,FALSE,TRUE,FALSE,I,110096 D200,110096,16,79,,0,76,90
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110096 I1045,110096,100,90,,1,93,100
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110099 A300,110099,0,78,,1,69,66
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110099 B300,110099,33,65,,2,65,76
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110099 C320,110099,88,,98,0,98,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110099 D200,110099,0,75,,0,74,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B+,110099 I1045,110099,100,84,,0,89,100
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110100 A300,110100,0,89,,0,83,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110100 B300,110100,100,93,,0,95,100
C+,SI-Math III,C320,project,FALSE,FALSE,FALSE,C+,110100 C320,110100,33,,77,0,78,100
C+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C+,110100 D200,110100,0,80,,0,77,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A,110100 I1045,110100,100,91,,0,94,100
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110106 C320,110106,11,,78,3,58,11
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110108 C320,110108,0,,86,0,81,100
B-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B-,110111 A300,110111,8,85,,0,81,100
I,SI-AP English Language,B300,project,TRUE,FALSE,FALSE,I,110111 B300,110111,100,76,,1,83,100
B+,SI-Math III,C320,project,FALSE,FALSE,FALSE,B+,110111 C320,110111,44,,90,0,88,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110111 D200,110111,16,85,,0,82,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110111 I1045,110111,100,85,,0,90,100
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110115 A300,110115,0,85,,2,79,93
I,SI-AP English Language,B300,project,TRUE,FALSE,TRUE,I,110115 B300,110115,33,68,,1,72,100
I,SI-Math III,C320,project,FALSE,TRUE,FALSE,I,110115 C320,110115,22,,92,0,76,44
I,SI-Chemistry,D200,project,TRUE,FALSE,TRUE,I,110115 D200,110115,0,69,,2,69,100
I,SI-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,110115 E300,110115,0,,,1,51,30
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110115 I1045,110115,100,78,,2,77,75
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110116 A300,110116,100,89,,0,92,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110116 B300,110116,100,100,,0,100,100
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110116 C320,110116,33,,82,0,81,100
I,SI-Chemistry,D200,project,FALSE,TRUE,FALSE,I,110116 D200,110116,50,81,,0,80,90
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110116 I1045,110116,100,87,,0,91,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110117 A300,110117,66,87,,0,88,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110117 B300,110117,100,92,,0,94,100
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110117 C320,110117,33,,81,0,81,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110117 D200,110117,0,78,,0,76,100
I,SI-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,110117 E300,110117,28,,,1,68,80
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110117 I1045,110117,100,85,,0,90,100
A,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A,110121 A300,110121,100,91,,0,94,100
A+,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A+,110121 B300,110121,100,100,,0,100,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110121 C320,110121,100,,99,0,99,100
A,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,A,110121 D200,110121,100,93,,0,95,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110121 I1045,110121,100,87,,0,91,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110123 A300,110123,83,88,,0,90,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110123 B300,110123,100,92,,0,94,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110123 C320,110123,44,,99,0,94,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110123 D200,110123,16,83,,0,81,100
I,SI-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,110123 E300,110123,14,,,1,74,90
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110123 I1045,110123,100,90,,1,93,100
I,Modern World 2 (Mod) - Sierra,A200M,project,TRUE,FALSE,TRUE,I,110124 A200,110124,100,49,,2,49,100
I,Vispy's AP English Language!,B300M,project,TRUE,FALSE,TRUE,I,110124 B300,110124,0,69,,1,69,100
I,Math III (M),C320M,project,TRUE,TRUE,FALSE,I,110124 C320,110124,0,,70,1,52,40
I,Spanish 2 (M),E200M,project,TRUE,FALSE,FALSE,I,110124 E200,110124,100,,,3,60,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,TRUE,I,110124 I1045,110124,100,67,,2,62,50
B,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B,110126 A300,110126,16,87,,0,83,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110126 B300,110126,100,92,,0,94,100
B+,SI-Math III,C320,project,FALSE,FALSE,FALSE,B+,110126 C320,110126,22,,93,0,88,100
B-,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,B-,110126 D200,110126,16,84,,0,81,100
C+,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,C+,110126 E300,110126,0,,,0,78,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110126 I1045,110126,100,85,,0,90,100
I,Modern World 2 (Mod) - Sierra,A200M,project,TRUE,FALSE,FALSE,I,110130 A200,110130,100,72,,2,72,100
I,Vispy's AP English Language!,B300M,project,TRUE,FALSE,TRUE,I,110130 B300,110130,0,65,,1,67,100
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110130 C320,110130,11,,73,2,71,88
I,Spanish 2 (M),E200M,project,TRUE,FALSE,FALSE,I,110130 E200,110130,100,,,2,,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110130 I1045,110130,100,93,,2,80,50
C,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C,110133 A300,110133,8,78,,0,76,100
I,SI-AP English Language,B300,project,TRUE,FALSE,FALSE,I,110133 B300,110133,66,74,,1,79,100
B,SI-Math III,C320,project,FALSE,FALSE,FALSE,B,110133 C320,110133,22,,86,0,83,100
I,SI-Chemistry,D200,project,FALSE,TRUE,FALSE,I,110133 D200,110133,0,75,,0,68,72
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110133 I1045,110133,100,80,,2,71,50
C+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,C+,110134 A300,110134,0,81,,0,78,100
B-,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,110134 B300,110134,66,77,,0,81,100
C,SI-Math III,C320,project,FALSE,FALSE,FALSE,C,110134 C320,110134,0,,79,0,76,100
I,SI-Chemistry,D200,project,TRUE,FALSE,FALSE,I,110134 D200,110134,0,78,,3,76,100
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110134 I1045,110134,100,82,,1,87,100
I,SI-AP US History,A300,project,TRUE,TRUE,TRUE,I,110135 A300,110135,0,56,,2,48,40
